Subclass	Superfamily	Family	Insertion	Counting	Reads	mean_subcov
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2923451$2924045	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a040>}	0.6936026936026936
DNA	P	PROTOP	PROTOP$2R_RaGOO$2924044$2924686	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$2924759$2924991	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2927304$2927592	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2R_RaGOO$2927781$2928924	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$2R_RaGOO$2928397$2928729	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2929069$2931272	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$2R_RaGOO$2929221$2931033	0	set()	0.0
LTR	Gypsy	ZAM_I	ZAM_I$2R_RaGOO$2931363$2936882	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e48c40>}	0.36329045116868997
LTR	Gypsy	Gypsy8_LTR	Gypsy8_LTR$2R_RaGOO$2932258$2932700	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a0a0>}	0.8009049773755657
LTR	Pao	MAX_I	MAX_I$2R_RaGOO$2933762$2935490	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$2937579$2938650	0	set()	0.0
LINE	I-Jockey	DOC3_DM	DOC3_DM$2R_RaGOO$2938837$2940208	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2940290$2945995	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2942398$2949535	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2942649$2948036	0	set()	0.0
LTR	Gypsy	Gypsy2_I	Gypsy2_I$2R_RaGOO$2946007$2951991	0	set()	0.0
LTR	Gypsy	Gypsy6_I	Gypsy6_I$2R_RaGOO$2946741$2947691	0	set()	0.0
LTR	Gypsy	Gypsy2_I	Gypsy2_I$2R_RaGOO$2949546$2950282	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$2952609$2953087	0	set()	0.0
DNA	TcMar-Tc1	S2_DM	S2_DM$2R_RaGOO$2957224$2959503	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$2957457$2958366	0	set()	0.0
LTR	Gypsy	Invader6_I	Invader6_I$2R_RaGOO$2960094$2960262	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$2960261$2961306	0	set()	0.0
LTR	Gypsy	Gypsy8_LTR	Gypsy8_LTR$2R_RaGOO$2961699$2961943	0	set()	0.0
LTR	Gypsy	DM297_I	DM297_I$2R_RaGOO$2962004$2969740	0	set()	0.0
LTR	Pao	DIVER2_LTR	DIVER2_LTR$2R_RaGOO$2964281$2968958	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$2R_RaGOO$2970903$2972784	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2972781$2973409	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2974767$2975030	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$2975080$2975319	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$2975320$2976269	0	set()	0.0
LINE	R1	R1_DM	R1_DM$2R_RaGOO$2976407$2976596	0	set()	0.0
LTR	Gypsy	Gypsy10_I	Gypsy10_I$2R_RaGOO$2977981$2981856	0	set()	0.0
LTR	Gypsy	IDEFIX_I	IDEFIX_I$2R_RaGOO$2985336$2987833	0	set()	0.0
DNA	TcMar-Tc1	Mariner2_DM	Mariner2_DM$2R_RaGOO$2988035$2988350	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2988713$2989024	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$2990398$2992661	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2992735$2992886	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2993549$2994442	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$2R_RaGOO$2993621$2993970	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2995322$2995709	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$2995826$2996001	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$2996185$2997167	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$2997182$2997927	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3000553$3000834	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3001569$3001754	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3002196$3003294	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e46dc0>}	0.9089253187613844
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3004730$3005012	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3005749$3005934	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3006376$3007474	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e46040>}	0.9089253187613844
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3008907$3009188	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3009925$3010111	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3010553$3011650	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e47d00>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3013082$3013362	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3014097$3014286	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3014728$3015826	11	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e47be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ad60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4aa60>}	0.7057459844345091
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3017259$3017539	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3018276$3018462	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3018904$3020002	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a940>}	0.9089253187613844
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3021435$3021715	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3022450$3022639	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3023081$3029323	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4adc0>}	0.13697532842037807
LINE	I-Jockey	G2_DM	G2_DM$2R_RaGOO$3025369$3027218	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ae20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ae80>}	0.49486208761492695
LINE	I-Jockey	BS2	BS2$2R_RaGOO$3029315$3029627	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3029602$3029770	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3030337$3030634	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3030652$3031017	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2R_RaGOO$3031502$3031748	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3031880$3032905	0	set()	0.0
LINE	I-Jockey	BS	BS$2R_RaGOO$3032904$3034497	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3034609$3034824	0	set()	0.0
LINE	I-Jockey	HELENA_RT	HELENA_RT$2R_RaGOO$3035215$3035936	0	set()	0.0
DNA	CMC-Transib	TRANSIB2	TRANSIB2$2R_RaGOO$3035974$3037999	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4aee0>}	0.4666666666666667
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3038747$3039399	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3041967$3042433	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4be20>}	0.44206008583690987
DNA	P	PROTOP	PROTOP$2R_RaGOO$3042453$3043293	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3043315$3044534	0	set()	0.0
LINE	I-Jockey	DOC2_DM	DOC2_DM$2R_RaGOO$3044540$3049203	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$3050310$3050700	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3050795$3051035	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3051271$3051657	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3054706$3055328	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3056479$3057106	0	set()	0.0
LTR	Pao	ROOA_I	ROOA_I$2R_RaGOO$3057156$3063306	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3066305$3066564	0	set()	0.0
LINE	I-Jockey	HELENA_RT	HELENA_RT$2R_RaGOO$3067475$3069277	0	set()	0.0
LTR	Gypsy	Gypsy4_LTR	Gypsy4_LTR$2R_RaGOO$3068054$3068322	0	set()	0.0
LINE	I-Jockey	HELENA_RT	HELENA_RT$2R_RaGOO$3069282$3071136	0	set()	0.0
LTR	Gypsy	QUASIMODO_I	QUASIMODO_I$2R_RaGOO$3071782$3075068	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a880>}	0.13866910123757353
LTR	Gypsy	QUASIMODO_I	QUASIMODO_I$2R_RaGOO$3075794$3078252	0	set()	0.0
LTR	Gypsy	HMSBEAGLE_I	HMSBEAGLE_I$2R_RaGOO$3078601$3079698	0	set()	0.0
LTR	Gypsy	ROVER-LTR_DM	ROVER-LTR_DM$2R_RaGOO$3080142$3082330	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2R_RaGOO$3082331$3082564	0	set()	0.0
LTR	Gypsy	Gypsy2_I	Gypsy2_I$2R_RaGOO$3082559$3087390	0	set()	0.0
LTR	Gypsy	Gypsy2_I	Gypsy2_I$2R_RaGOO$3082641$3086285	0	set()	0.0
LTR	Gypsy	Gypsy2_LTR	Gypsy2_LTR$2R_RaGOO$3087391$3087743	0	set()	0.0
LTR	Gypsy	DM297_LTR	DM297_LTR$2R_RaGOO$3087761$3088172	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3088173$3088364	0	set()	0.0
LTR	Gypsy	Gypsy2_LTR	Gypsy2_LTR$2R_RaGOO$3090812$3090982	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3091352$3091645	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2R_RaGOO$3091801$3092291	0	set()	0.0
LTR	Gypsy	IDEFIX_I	IDEFIX_I$2R_RaGOO$3093704$3094786	0	set()	0.0
LTR	Pao	BEL_I	BEL_I$2R_RaGOO$3096844$3098899	0	set()	0.0
LTR	Copia	Copia2_LTR_DM	Copia2_LTR_DM$2R_RaGOO$3099505$3104023	0	set()	0.0
LTR	Gypsy	Invader4_LTR	Invader4_LTR$2R_RaGOO$3104024$3104368	0	set()	0.0
LTR	Gypsy	Gypsy4_I	Gypsy4_I$2R_RaGOO$3105256$3108372	0	set()	0.0
LTR	Gypsy	Gypsy9_I	Gypsy9_I$2R_RaGOO$3108447$3109488	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4aca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ad00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ac40>}	1.0
LINE	I-Jockey	BS2	BS2$2R_RaGOO$3110384$3110566	0	set()	0.0
LINE	I-Jockey	G6_DM	G6_DM$2R_RaGOO$3110783$3111088	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$2R_RaGOO$3111088$3112636	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$2R_RaGOO$3111742$3111944	0	set()	0.0
LTR	Pao	DIVER2_I	DIVER2_I$2R_RaGOO$3112644$3112823	0	set()	0.0
LTR	Gypsy	Gypsy_LTR	Gypsy_LTR$2R_RaGOO$3114264$3114609	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3115304$3119762	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3117061$3118544	0	set()	0.0
LTR	Gypsy	Invader1_I	Invader1_I$2R_RaGOO$3120266$3121102	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$2R_RaGOO$3121168$3121535	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4bfa0>}	1.0
LTR	Copia	DM1731_I	DM1731_I$2R_RaGOO$3121737$3129422	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3122666$3125187	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3123540$3124639	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b280>}	0.2172884440400364
DNA	P	PROTOP	PROTOP$2R_RaGOO$3124640$3124963	0	set()	0.0
LINE	R1	DMRT1B	DMRT1B$2R_RaGOO$3125715$3127613	0	set()	0.0
LTR	Gypsy	Gypsy6A_LTR	Gypsy6A_LTR$2R_RaGOO$3129501$3134053	0	set()	0.0
LTR	Gypsy	MDG3_LTR	MDG3_LTR$2R_RaGOO$3132822$3133605	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3135184$3135834	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b040>}	0.19538461538461538
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$2R_RaGOO$3135871$3136124	0	set()	0.0
LTR	Gypsy	Gypsy4_LTR	Gypsy4_LTR$2R_RaGOO$3137747$3137924	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3139392$3139846	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3139848$3140279	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3140349$3140529	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3142780$3143648	0	set()	0.0
LTR	Gypsy	Gypsy7_LTR	Gypsy7_LTR$2R_RaGOO$3143866$3148949	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3148950$3149696	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3149697$3149962	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2R_RaGOO$3150043$3150596	0	set()	0.0
LTR	Gypsy	Gypsy1-I_DM	Gypsy1-I_DM$2R_RaGOO$3150732$3151402	0	set()	0.0
LTR	Gypsy	Gypsy1-LTR_DM	Gypsy1-LTR_DM$2R_RaGOO$3152245$3152549	0	set()	0.0
LTR	Gypsy	Gypsy3_I	Gypsy3_I$2R_RaGOO$3152652$3152928	0	set()	0.0
LTR	Gypsy	Gypsy1-I_DM	Gypsy1-I_DM$2R_RaGOO$3152939$3156707	0	set()	0.0
LTR	Gypsy	Gypsy2-I_DM	Gypsy2-I_DM$2R_RaGOO$3158052$3167553	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$3162249$3163339	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$3164427$3165228	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$2R_RaGOO$3168061$3168865	0	set()	0.0
LTR	Pao	BATUMI_LTR	BATUMI_LTR$2R_RaGOO$3169212$3182879	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4aac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a4c0>}	0.565156947391527
LTR	Gypsy	QUASIMODO_LTR	QUASIMODO_LTR$2R_RaGOO$3169886$3176584	0	set()	0.0
LINE	R1	DMRT1C	DMRT1C$2R_RaGOO$3183013$3183391	0	set()	0.0
LINE	I-Jockey	FW3_DM	FW3_DM$2R_RaGOO$3183382$3185722	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2R_RaGOO$3185710$3186087	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3194086$3194755	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3194756$3195050	0	set()	0.0
LTR	Gypsy	MICROPIA_LTR	MICROPIA_LTR$2R_RaGOO$3195054$3197361	0	set()	0.0
LTR	Pao	MAX_LTR	MAX_LTR$2R_RaGOO$3197362$3202552	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3202635$3203446	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3203475$3211536	0	set()	0.0
LTR	Gypsy	Invader2_LTR	Invader2_LTR$2R_RaGOO$3203890$3211091	0	set()	0.0
DNA	TcMar-Pogo	POGO	POGO$2R_RaGOO$3208365$3210472	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3211534$3212683	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3212720$3213494	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$2R_RaGOO$3212781$3213160	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3213495$3213669	0	set()	0.0
DNA	P	PROTOP	PROTOP$2R_RaGOO$3214870$3217391	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a6a0>}	0.4545815152717176
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2R_RaGOO$3215745$3216844	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a520>}	0.2302092811646952
DNA	P	PROTOP	PROTOP$2R_RaGOO$3216845$3217147	0	set()	0.0
LTR	Gypsy	BLASTOPIA_LTR	BLASTOPIA_LTR$2R_RaGOO$3217647$3222622	21	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b6a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ab20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b4c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4abe0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4aa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ab80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4a460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b760>}	0.1175209380234506
LINE	R1	DMRT1B	DMRT1B$2R_RaGOO$3222759$3224667	0	set()	0.0
LTR	Copia	DM1731_I	DM1731_I$2R_RaGOO$3224667$3226753	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b940>}	0.5934803451581975
DNA	P	PROTOP	PROTOP$2R_RaGOO$3226928$3227457	0	set()	0.0
LINE	I-Jockey	DOC5_DM	DOC5_DM$2R_RaGOO$3228233$3229455	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2R_RaGOO$3229623$3230659	0	set()	0.0
LTR	Gypsy	Gypsy12_I	Gypsy12_I$2R_RaGOO$3230648$3234734	0	set()	0.0
LINE	I	IVK_DM	IVK_DM$2R_RaGOO$3232727$3234088	0	set()	0.0
LTR	Gypsy	Invader1_I	Invader1_I$2R_RaGOO$3234840$3235314	0	set()	0.0
LTR	Copia	Copia_I	Copia_I$2R_RaGOO$3235431$3237723	0	set()	0.0
LTR	Gypsy	QUASIMODO2-LTR_DM	QUASIMODO2-LTR_DM$2R_RaGOO$3237974$3240596	0	set()	0.0
LTR	Gypsy	QUASIMODO2-I_DM	QUASIMODO2-I_DM$2R_RaGOO$3240600$3243128	0	set()	0.0
LTR	Gypsy	DM297_I	DM297_I$2R_RaGOO$3243119$3244780	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$2R_RaGOO$3245111$3248013	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4b9a0>}	0.1543762922122674
LTR	Gypsy	Gypsy8_I	Gypsy8_I$2R_RaGOO$3245316$3250367	0	set()	0.0
LTR	Gypsy	Gypsy5_I	Gypsy5_I$2R_RaGOO$3250365$3252376	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3253143$3253788	0	set()	0.0
LTR	Gypsy	TIRANT_I	TIRANT_I$2R_RaGOO$3254196$3254612	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$2R_RaGOO$3255215$3255598	0	set()	0.0
LTR	Gypsy	ROVER-LTR_DM	ROVER-LTR_DM$2R_RaGOO$3256225$3263561	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ba00>}	0.4446564885496183
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3263691$3264123	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3265593$3266442	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3266041$3267230	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4da60>}	0.10933557611438183
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3266840$3267075	0	set()	0.0
LTR	Gypsy	TABOR_I	TABOR_I$2R_RaGOO$3267892$3268073	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3268158$3268495	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3269760$3270239	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3270474$3270668	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3270670$3272324	0	set()	0.0
LINE	R1-LOA	Baggins1	Baggins1$2R_RaGOO$3273145$3273856	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$2R_RaGOO$3274618$3275255	0	set()	0.0
LINE	I-Jockey	G5A_DM	G5A_DM$2R_RaGOO$3275262$3277173	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4db80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dc40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4db20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dbe0>}	0.8849642421070993
DNA	P	PROTOP_B	PROTOP_B$2R_RaGOO$3277469$3277722	0	set()	0.0
LTR	Gypsy	Gypsy4_I	Gypsy4_I$2R_RaGOO$3277844$3280623	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3281225$3281999	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3281692$3281921	0	set()	0.0
LTR	Gypsy	Invader3_I	Invader3_I$2R_RaGOO$3282003$3282156	0	set()	0.0
LTR	Gypsy	STALKER4_LTR	STALKER4_LTR$2R_RaGOO$3282437$3282794	0	set()	0.0
LTR	Gypsy	Stalker2_I	Stalker2_I$2R_RaGOO$3282961$3285031	0	set()	0.0
LTR	Gypsy	STALKER4_I	STALKER4_I$2R_RaGOO$3285036$3285778	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3285789$3287490	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2R_RaGOO$3287647$3288079	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2R_RaGOO$3288952$3289840	0	set()	0.0
LTR	Gypsy	IDEFIX_I	IDEFIX_I$2R_RaGOO$3290570$3291427	0	set()	0.0
LTR	Gypsy	QUASIMODO_I	QUASIMODO_I$2R_RaGOO$3291432$3293515	0	set()	0.0
LTR	Gypsy	Invader1_LTR	Invader1_LTR$2R_RaGOO$3294287$3294707	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dd00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4dd60>}	0.2690476190476191
LINE	I-Jockey	DOC4_DM	DOC4_DM$2R_RaGOO$3295069$3295483	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2R_RaGOO$3295532$3296428	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8734e4ddc0>}	0.2857142857142857
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$2R_RaGOO$3297283$3297447	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2R_RaGOO$3297691$3302711	0	set()	0.0
