Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$1650580$1655253	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e6a0>}	1.0
LTR	Gypsy	DM297_LTR	DM297_LTR$3L_RaGOO$1701787$1707408	50	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfa60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ee80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3eca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ebe0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ef40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ec40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3edc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3eb80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3efa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf4c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ea60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf6a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ed60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ee20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ea00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3eee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3eac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3eb20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbf5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3ed00>}	0.9997153531400107
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$1879870$1880229	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fc3e760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfac0>}	1.0
DNA	TcMar-Pogo	POGON1	POGON1$3L_RaGOO$1999598$1999787	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfb20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfb80>}	1.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$2214560$2214916	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfbe0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfd00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfc40>}	1.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$2446918$2447256	20	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfe20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc04c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc00a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbffa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc01c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfe80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfd60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc02e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbff40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc03a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbbfdc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0100>}	0.974112426035503
LTR	Unknown	XDMR	XDMR$3L_RaGOO$2646854$2647052	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc05e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc07c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc06a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0640>}	1.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$2683031$2690542	9	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc09a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0b80>}	0.15350818799094662
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$2753283$2753499	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc08e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0ca0>}	1.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$2780157$2780510	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0dc0>}	0.5042492917847026
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$2979921$2980420	202	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc28e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc43a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc52e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc36a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc22e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc55e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc47c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc16a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc17c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc13a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc20a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc46a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc45e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc27c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc41c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc10a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc15e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc50a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc44c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc11c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc33a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc31c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc54c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc38e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc57c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc26a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc12e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc53a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc49a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc40a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc35e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc23a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc14c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc56a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc24c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc32e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc34c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc21c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc58e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc42e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc0d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc30a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc19a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc48e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc37c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc51c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc39a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc1040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc29a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc25e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc4760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc18e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc2a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc3dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc59a0>}	0.9857735272525248
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$3082246$3082404	37	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc61c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc60a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc63a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc62e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc67c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc65e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc66a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc64c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc5b20>}	1.0
