Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
LINE	I-Jockey	DOC	DOC$2L_RaGOO$11197822$11200584	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7624c0>}	1.0
LINE	I	I_DM	I_DM$2L_RaGOO$11812768$11818140	0	set()	0.0
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11928093$11928246	17	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7626a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7629a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7628e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7627c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7625e0>}	0.9511726259131104
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11931931$11932156	17	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7632e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7631c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7630a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763100>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12123484$12123686	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762b80>}	1.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$12458755$12461676	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f762ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7633a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7634c0>}	0.8523108524477919
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12659610$12659832	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763520>}	1.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$12921336$12921496	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13071521$13071711	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7635e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7636a0>}	1.0
LINE	I-Jockey	BS	BS$2L_RaGOO$13127500$13129828	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7637c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7638e0>}	0.7777061855670103
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13158196$13158415	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13195368$13195715	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763a60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$13220661$13220931	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763b80>}	1.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13366105$13366293	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7639a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763b20>}	1.0
LTR	Gypsy	NOMAD_LTR	NOMAD_LTR$2L_RaGOO$13384378$13391980	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763dc0>}	1.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13428801$13430992	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13430840$13433045	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13442032$13442256	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763c40>}	0.12053571428571429
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2L_RaGOO$13442293$13446246	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763ca0>}	0.2017455097394384
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13446975$13447196	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13594663$13598929	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13598929$13599337	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$2L_RaGOO$13606051$13607480	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2L_RaGOO$13658359$13658551	0	set()	0.0
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$13770083$13775227	9	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7650a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7651c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f763fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765160>}	0.8260756868843961
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14247078$14247339	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765220>}	1.0
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14260359$14261043	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7652e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765340>}	0.5036549707602339
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14343785$14344726	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$14486763$14487102	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7653a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765280>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14597184$14597542	0	set()	0.0
LINE	I	IVK_DM	IVK_DM$2L_RaGOO$14609439$14614803	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14739531$14739747	0	set()	0.0
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$14753817$14758950	16	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7655e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7658e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7654c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7656a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7657c0>}	0.7608489187609584
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$14771906$14773300	0	set()	0.0
LTR	Pao	DIVER_LTR	DIVER_LTR$2L_RaGOO$14805095$14811207	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765b80>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14863972$14864145	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765be0>}	1.0
LINE	I-Jockey	BS	BS$2L_RaGOO$15001262$15001675	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15385182$15385466	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15689851$15690046	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15718698$15719104	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15973941$15974102	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$16261908$16262096	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765ca0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16454506$16455077	9	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7660a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f765fa0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16492503$16492789	7	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7665e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7663a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7664c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766460>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16617529$16617791	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2L_RaGOO$16629887$16632082	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2L_RaGOO$16629899$16631864	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$16633671$16635014	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$16634207$16634812	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$16749831$16750013	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7662e0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16941190$16941591	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16945828$16946102	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17040146$17040337	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17117779$17118105	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17213998$17214233	0	set()	0.0
DNA	CMC-Transib	Transib-N1_DM	Transib-N1_DM$2L_RaGOO$17306477$17306833	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766640>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17323287$17323654	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17667078$17667369	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17714927$17715395	12	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7667c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7668e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7669a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7666a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766700>}	0.600605413105413
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17752980$17753454	0	set()	0.0
LINE	R1	R1_DM	R1_DM$2L_RaGOO$17786626$17786841	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17843505$17843667	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$2L_RaGOO$17845818$17846416	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17891413$17891979	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766b20>}	1.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$17988191$17988365	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18171515$18171810	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766be0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18201347$18201526	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$18297955$18299734	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766d00>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18341393$18341700	0	set()	0.0
LTR	Gypsy	Gypsy6A_LTR	Gypsy6A_LTR$2L_RaGOO$18412957$18413236	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766f40>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18515505$18515971	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f766fa0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18576468$18576801	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7670a0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18697477$18697650	34	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7674c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7675e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7672e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7678e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7673a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7679a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7671c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7676a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7677c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767400>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18721387$18721710	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767e80>}	1.0
DNA	CMC-Transib	M4DM	M4DM$2L_RaGOO$18746016$18746439	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f767ee0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18746440$18746768	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18799850$18800296	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7681c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768160>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18800361$18800529	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$19068563$19068924	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7680a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768040>}	1.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$19104501$19105027	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768220>}	1.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$19105115$19105454	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19113368$19113536	30	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7685e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7689a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7683a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7686a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7684c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7682e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7687c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7688e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768ac0>}	1.0
LINE	I-Jockey	G2_DM	G2_DM$2L_RaGOO$19163702$19164329	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768280>}	1.0
LINE	CR1	DMCR1A	DMCR1A$2L_RaGOO$19211755$19212361	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768f40>}	1.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$19319728$19320019	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f768fa0>}	1.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$19366305$19368175	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19372244$19372589	0	set()	0.0
DNA	P	PROTOP	PROTOP$2L_RaGOO$19412800$19416205	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f769040>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19490273$19490571	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f7690a0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19491430$19491593	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19492347$19492517	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$2L_RaGOO$19493235$19493953	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19694939$19695146	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f769100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f769160>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19696298$19696826	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19715394$19715787	0	set()	0.0
