TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
LINEJ1_DM$2R_RaGOO$1401724$1408146	FBgn0087011	a5d48882-4081-41c6-9c30-eb3bbc722154	1189	2R_RaGOO	1390740	1406374
DIVER2_LTR$2R_RaGOO$1403694$1407986	FBgn0087011	a5d48882-4081-41c6-9c30-eb3bbc722154	1189	2R_RaGOO	1390740	1406374
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0262123	61fdc953-e34f-4687-ac04-8f8911980d7e	193	2R_RaGOO	953893	955308
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0264835	61fdc953-e34f-4687-ac04-8f8911980d7e	193	2R_RaGOO	953893	955308
PROTOP_B$2R_RaGOO$4404039$4404271	FBgn0286203	bd086916-0a17-467c-affc-08cf2ce33f0e	27	2R_RaGOO	4404244	4408753
DMRT1B$2R_RaGOO$4404275$4406331	FBgn0286203	bd086916-0a17-467c-affc-08cf2ce33f0e	1935	2R_RaGOO	4404244	4408753
DMRPR$3L_RaGOO$11454839$11455110	FBgn0052086	7ccea99f-fff3-4d0c-8611-d38552cf67d0	257	3L_RaGOO	11454792	11457113
DNAREP1_DM$3R_RaGOO$3875559$3876019	FBgn0086605	3f4343f8-b2e2-4ec1-9616-5cffa7b55d72	18	3R_RaGOO	3873899	3875577
DNAREP1_DM$3R_RaGOO$3875559$3876019	FBgn0037244	3f4343f8-b2e2-4ec1-9616-5cffa7b55d72	18	3R_RaGOO	3873899	3875577
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	57e56780-2302-4362-a554-abcef1e2c007	154	2L_RaGOO	1536551	1538349
DM412$2R_RaGOO$3802214$3804613	FBgn0040849	f13509b3-04cc-4257-a26b-376b828e8aa9	66	2R_RaGOO	3802805	3847795
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030958	8e01a39a-8b7e-4a07-9e9a-d9d824200782	1692	X_RaGOO	18328991	18331166
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030959	8e01a39a-8b7e-4a07-9e9a-d9d824200782	1692	X_RaGOO	18328991	18331166
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	ea79b31c-0f46-410a-a2fa-c3662509f471	143	2L_RaGOO	1536544	1538337
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	9e6930d1-6817-416b-8466-2ba43d369def	153	2L_RaGOO	1536579	1538817
S_DM$2R_RaGOO$6511616$6513348	FBgn0033196	2dbf08e7-0b24-4674-9d51-69eee8f4eb3e	167	2R_RaGOO	6513160	6526167
BURDOCK_LTR$2L_RaGOO$4499214$4501787	FBgn0031610	2058a9a1-22c3-4063-8416-a1784bde0a62	431	2L_RaGOO	4501346	4504967
BURDOCK_LTR$2L_RaGOO$4499214$4501787	FBgn0031611	2058a9a1-22c3-4063-8416-a1784bde0a62	431	2L_RaGOO	4501346	4504967
DNAREP1_DM$3R_RaGOO$3804446$3804665	FBgn0037234	589680ea-2d14-4427-925c-4d89f1102b1d	188	3R_RaGOO	3804464	3807431
DNAREP1_DM$2R_RaGOO$3598003$3598607	FBgn0026401	498f88a3-c736-472d-9519-73993bbce486	170	2R_RaGOO	3590239	3598950
DNAREP1_DM$2R_RaGOO$3598638$3598909	FBgn0026401	498f88a3-c736-472d-9519-73993bbce486	141	2R_RaGOO	3590239	3598950
DNAREP1_DM$2R_RaGOO$1208164$1208704	FBgn0039993	0bbe0deb-480a-4eff-8d0b-f7132fb5fd17	167	2R_RaGOO	1205204	1208717
XDMR$2L_RaGOO$1258931$1259139	FBgn0262944	1c26b4d9-7203-4d45-9549-eceb0d71127d	11	2L_RaGOO	1259128	1260234
POGO$3L_RaGOO$9733928$9735150	FBgn0036052	96d08a04-679b-4f20-beea-6bfe2268de37	122	3L_RaGOO	9733164	9734053
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	9ec64d71-efbf-4f32-9eb2-cfa13cd9c165	113	3L_RaGOO	26059611	26217761
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	bb754e3a-164e-498f-a357-4bb8b080fa1d	215	2L_RaGOO	11931700	11933127
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	b07a9c08-e3c9-486d-9c45-c0be256ad713	153	2L_RaGOO	1536554	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	adfa3a20-66bd-41f7-9f60-af99faf1d77c	152	2L_RaGOO	1536573	1538333
MICROPIA_I$2R_RaGOO$4625464$4628057	FBgn0033027	8fea326b-1241-4e95-9d80-e0079e798fe3	217	2R_RaGOO	4627832	4628544
TC1-2_DM$2R_RaGOO$4626630$4627924	FBgn0033027	8fea326b-1241-4e95-9d80-e0079e798fe3	90	2R_RaGOO	4627832	4628544
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	017078b1-d276-4965-a76f-af7db86dfeac	147	2L_RaGOO	1536544	1538292
ROO_LTR$2L_RaGOO$9918712$9919139	FBgn0267727	58f80f75-aee0-4766-a6c0-b9a481dff43f	235	2L_RaGOO	9918747	10043446
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8bf4c06b-bc3d-4df6-b5aa-30fede02ea33	150	2L_RaGOO	1536574	1538337
DNAREP1_DM$3L_RaGOO$25186780$25187491	FBgn0040001	7d088a8d-e55e-47d7-a413-190d843c30be	129	3L_RaGOO	25187203	25192073
DNAREP1_DM$3L_RaGOO$14927998$14928150	FBgn0036479	507c5a2c-fd3a-4ba9-92b7-1097d9908995	92	3L_RaGOO	14926667	14929754
DNAREP1_DM$2R_RaGOO$3773662$3774116	FBgn0264911	a6ff14c7-6fb6-40e5-b6d0-b4ab515bbe12	440	2R_RaGOO	3773257	3774810
TRANSPAC_LTR$2L_RaGOO$2221225$2226474	FBgn0264875	73618582-37e6-4601-b634-6bec25dfcd14	158	2L_RaGOO	2226313	2227413
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	079d3168-0b24-4179-9a74-f299e8788a9c	219	2L_RaGOO	11931733	11933069
HMSBEAGLE_I$2R_RaGOO$6690707$6691317	FBgn0042135	0ebe2b07-4651-4c2f-825d-d57bcd368d3a	593	2R_RaGOO	6630694	6693542
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	a308b28a-dd85-4731-9041-a4268161acfc	153	2L_RaGOO	1536549	1538351
S2_DM$2L_RaGOO$4991174$4991386	FBgn0031659	74d70ebe-dc63-4082-971e-6009731828c6	148	2L_RaGOO	4989662	4991332
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	f59f6709-e26e-48ca-93c4-31c53a8c1e65	214	2L_RaGOO	11931699	11933096
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	c33a09d5-300c-4d05-beab-e16faaaaf0bd	153	2L_RaGOO	1536614	1538352
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	071aedc2-8974-485f-a371-231264bbc8a2	218	2L_RaGOO	11931699	11933072
Mariner2_DM$2R_RaGOO$6313845$6314821	FBgn0283450	cf49b992-c570-4f0e-85fd-a902bc4b15b8	104	2R_RaGOO	6314705	6315923
DNAREP1_DM$3R_RaGOO$3974444$3974880	FBgn0085454	e06936dd-c17c-425d-afa1-8973b0002d22	15	3R_RaGOO	3974864	3976634
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	bdac5f70-49dc-410c-900a-322725fa4921	146	2L_RaGOO	1536544	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8c8d8b58-9fb3-4f2c-adec-ba5c1a336cd8	154	2L_RaGOO	1536574	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	98078a7f-f816-4aef-bc06-79c108cf6658	148	2L_RaGOO	1536544	1538585
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	5d81f0e3-6f89-4470-81b4-dfab18ffa735	154	2L_RaGOO	1536574	1538356
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	f829ff2b-b9b6-4242-ab21-1fb0d1f42e94	39	3L_RaGOO	9326920	9329000
DNAREP1_DM$4_RaGOO$53556$53914	FBgn0017545	ff79d558-4283-4a79-b6e7-bf7e5546c5e5	19	4_RaGOO	53762	66794
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	02fd63c0-4a79-4a36-b1aa-c9f6fb30505c	154	2L_RaGOO	1536574	1538556
Transib5$2R_RaGOO$1408809$1410193	FBgn0087011	88c9f694-a506-4d10-a0d8-753509b780b7	307	2R_RaGOO	1390729	1409847
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	12ea1455-dc9c-49f8-b4f8-bcd087d4416d	149	2L_RaGOO	1536559	1538381
QUASIMODO_I$3L_RaGOO$26104647$26105994	FBgn0024804	1a17ff64-298f-439b-8589-8482236da73f	147	3L_RaGOO	26105842	26107649
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0a964083-b9f4-4352-86a0-d63299f5387c	149	2L_RaGOO	1536573	1538347
XDMR$2L_RaGOO$1258931$1259139	FBgn0262944	58f93c59-760c-4b34-b86e-c8ddfca39298	32	2L_RaGOO	1259101	1260206
DNAREP1_DM$2L_RaGOO$21636818$21637395	FBgn0261802	982004ec-3e9e-4d57-9878-fb792f92f9ef	170	2L_RaGOO	21636102	21636994
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	ed19aa07-5ee1-4287-af72-3be1d31e664a	201	2L_RaGOO	11931699	11933097
DM297_LTR$3R_RaGOO$29134004$29136461	FBgn0039733	34ca60e9-75ec-4090-9a7a-8224f41f64bd	37	3R_RaGOO	29132229	29134041
DNAREP1_DM$2R_RaGOO$4901613$4901964	FBgn0266580	4b936327-ea05-410d-8245-22a6b5f7fb0a	165	2R_RaGOO	4901797	4905266
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	d1e7f4c0-89e7-4e41-8e3b-195b48bbf151	218	2L_RaGOO	11931699	11933081
DOC6_DM$X_RaGOO$19194485$19198701	FBgn0031055	3c2696ae-44a8-4dee-ba48-185d1ee68bac	131	X_RaGOO	19197387	19200808
DMRPR$3L_RaGOO$11454839$11455110	FBgn0052086	f607e827-8466-4853-a518-0c04f83cd6f8	265	3L_RaGOO	11454827	11457113
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033692	a9da4e5b-e83f-4f73-8b1f-9d5a6ae1625a	18	2R_RaGOO	10962757	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033693	a9da4e5b-e83f-4f73-8b1f-9d5a6ae1625a	18	2R_RaGOO	10962757	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0053964	a9da4e5b-e83f-4f73-8b1f-9d5a6ae1625a	18	2R_RaGOO	10962757	10989121
DNAREP1_DM$4_RaGOO$658454$659354	FBgn0024728	4b54171a-1976-43c3-a2d8-b56e5222bef4	59	4_RaGOO	656691	658520
DM297_LTR$3R_RaGOO$29134004$29136461	FBgn0039733	df693109-499c-4ab1-b306-5c8e485b2e01	35	3R_RaGOO	29132266	29134039
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0262123	e5ad0087-1c11-4ef5-912d-4268ccbc0b0c	172	2R_RaGOO	953891	955303
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0264835	e5ad0087-1c11-4ef5-912d-4268ccbc0b0c	172	2R_RaGOO	953891	955303
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8127c1c1-2f9d-4bbe-855d-f1564938ddd9	150	2L_RaGOO	1536544	1538360
DNAREP1_DM$3R_RaGOO$3804446$3804665	FBgn0037234	c60df81f-0ee0-4532-9fc8-27005daba438	175	3R_RaGOO	3804486	3807430
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	80384d5e-82e7-4dc2-a756-d3307561119c	152	2L_RaGOO	1536574	1538849
ROO_I$X_RaGOO$5506803$5506985	FBgn0029800	185cddc3-c01e-4eb9-b41c-e25d61f49b6f	146	X_RaGOO	5506831	5507845
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	fa69a519-3f00-4b87-be52-12b1ff205914	150	2L_RaGOO	11927777	11929173
ROO_I$2L_RaGOO$1537349$1537503	FBgn0002543	5a7d39a5-1c7a-453a-ba98-25ac50f7e4bf	151	2L_RaGOO	1422293	1538366
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	5a7d39a5-1c7a-453a-ba98-25ac50f7e4bf	151	2L_RaGOO	1422293	1538366
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	f5f11053-719b-41de-b6f4-a6d59ad00c9c	148	2L_RaGOO	1536540	1538357
DNAREP1_DM$2L_RaGOO$21401648$21401933	FBgn0266902	063b96be-b529-4485-b997-18c22bde1083	268	2L_RaGOO	21401450	21402770
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0262123	dee80e54-3c74-4f49-829a-3ff7d956076e	167	2R_RaGOO	953891	955310
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0264835	dee80e54-3c74-4f49-829a-3ff7d956076e	167	2R_RaGOO	953891	955310
LINEJ1_DM$2L_RaGOO$22012392$22014876	FBgn0040011	6d476a1f-e2e1-46c7-911b-8ddfc42c3ff7	14	2L_RaGOO	22012954	22049390
TRANSIB4$2L_RaGOO$22012581$22014151	FBgn0040011	6d476a1f-e2e1-46c7-911b-8ddfc42c3ff7	14	2L_RaGOO	22012954	22049390
PROTOP_B$3L_RaGOO$22363105$22363621	FBgn0016034	4303b163-6294-4485-8b78-3d2673804a7d	48	3L_RaGOO	22362035	22363155
PROTOP_B$3L_RaGOO$22363105$22363621	FBgn0037183	4303b163-6294-4485-8b78-3d2673804a7d	48	3L_RaGOO	22362035	22363155
DNAREP1_DM$2R_RaGOO$3631014$3631171	FBgn0084049	50694cb5-9c64-4da1-81d9-dae14bf122b4	61	2R_RaGOO	3630019	3631076
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	49b52580-9e76-43d0-a1bf-cffccc31a93a	151	2L_RaGOO	1536543	1538386
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	8fff6de1-2c4a-4163-9839-190217174ff8	220	2L_RaGOO	11931699	11933141
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	7edc5d43-d44d-4601-beea-f42b2274dc98	150	2L_RaGOO	1536588	1538552
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	400a123c-b640-42ca-ae22-0441bf9a3d34	151	2L_RaGOO	1536544	1538374
DMRPR$3L_RaGOO$11454839$11455110	FBgn0052086	a491ff16-05d3-420c-bef2-238428f9b47b	267	3L_RaGOO	11454792	11457106
DMRPR$3L_RaGOO$11445212$11445365	FBgn0036173	4d451c28-1197-48d3-91d1-9532a4a4758c	145	3L_RaGOO	11443719	11445633
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	99c378f8-d4fb-488f-b8a1-1741281b4624	152	2L_RaGOO	1536565	1538284
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	27b43a51-60a8-45ab-b28b-5680ecc1166e	147	2L_RaGOO	11927780	11929199
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	ef0d069f-9684-4d9e-96a6-a7891010138c	149	2L_RaGOO	1536565	1538384
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030958	96f9cb8f-dd4d-4d15-ad69-0a41200f2210	1655	X_RaGOO	18329047	18331163
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030959	96f9cb8f-dd4d-4d15-ad69-0a41200f2210	1655	X_RaGOO	18329047	18331163
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8fa8fc40-c383-402c-9f23-a1680cf33413	152	2L_RaGOO	1536540	1538546
DMRPR$3L_RaGOO$11454839$11455110	FBgn0052086	f8b0d18e-ce4b-496c-a626-2b5ed26545e6	257	3L_RaGOO	11454800	11457087
PROTOP_B$3L_RaGOO$24137900$24138621	FBgn0044510	8b2a5050-65c6-44d8-9828-7a776218d74f	521	3L_RaGOO	24138084	24139463
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	d8bbc2d9-3648-4838-807c-7696a4a83b3c	144	2L_RaGOO	1536565	1538387
S2_DM$2L_RaGOO$4991174$4991386	FBgn0031659	c718d168-97ba-4b1f-8196-aa38fba0f1e4	156	2L_RaGOO	4989487	4991334
QUASIMODO_I$3L_RaGOO$20031576$20033207	FBgn0036969	c58e56fd-4328-4174-ab00-1f2c9368712d	17	3L_RaGOO	20026751	20033011
DNAREP1_DM$3R_RaGOO$3974444$3974880	FBgn0085454	cc0a0433-aac3-4d10-beff-b27a3c9b0237	13	3R_RaGOO	3974864	3976630
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	1eda8e58-6e49-4fb6-b081-e9f4c383f905	211	2L_RaGOO	11931712	11933093
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	d9f1f2be-5de9-4647-8f4d-6fa9c7a2fa71	153	2L_RaGOO	11931696	11933130
DNAREP1_DM$2L_RaGOO$180928$181388	FBgn0031219	0fc81691-3d09-4f32-a93f-54461b5b8079	250	2L_RaGOO	179779	181188
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8fde2549-cee1-47cb-8e82-a4d11d6452c1	149	2L_RaGOO	1536574	1538533
DNAREP1_DM$X_RaGOO$138507$138886	FBgn0264445	517d26dd-2f95-4cee-b1a5-765a1ae6feb8	84	X_RaGOO	138794	140816
DNAREP1_DM$X_RaGOO$139775$140115	FBgn0264445	517d26dd-2f95-4cee-b1a5-765a1ae6feb8	312	X_RaGOO	138794	140816
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	034c4033-10e7-4303-a6ba-7df4c48ef77b	152	2L_RaGOO	11927780	11929173
G_DM$3L_RaGOO$22645435$22645864	FBgn0262509	d7b3412a-8f77-48fe-9a3d-1091fe8f9d4f	405	3L_RaGOO	22644473	22645853
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	29b4f203-77fb-4837-8721-a037fb7795b9	146	2L_RaGOO	11927790	11929170
DNAREP1_DM$2R_RaGOO$4833601$4834688	FBgn0259978	b186e69e-edc2-4c4c-a911-ed9a55e86da0	252	2R_RaGOO	4834432	4836300
G2_DM$3R_RaGOO$3296039$3296379	FBgn0267816	eeead185-46f8-4b43-bad6-5e29b2162430	50	3R_RaGOO	3296329	3296794
DNAREP1_DM$2R_RaGOO$3631014$3631171	FBgn0084049	49cf634a-e307-4598-8b87-0c8524c240d4	60	2R_RaGOO	3630020	3631078
M4DM$3R_RaGOO$18819049$18819386	FBgn0260003	4ba7cb23-1b01-4db5-a4f8-ca0577957df8	25	3R_RaGOO	18818906	18819953
M4DM$3R_RaGOO$18819049$18819386	FBgn0260003	cb949483-e751-4c30-bbe6-4f9d7dc4605d	26	3R_RaGOO	18818896	18819951
FB4_DM$3L_RaGOO$26397983$26398352	FBgn0039959	34e2a9e2-3e02-4379-8ad4-c1293e9ad9af	147	3L_RaGOO	26398200	26423270
FB4_DM$3L_RaGOO$26398363$26398515	FBgn0039959	34e2a9e2-3e02-4379-8ad4-c1293e9ad9af	134	3L_RaGOO	26398200	26423270
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	696a8072-91ce-490d-80e1-07ef1c9f35ed	151	2L_RaGOO	1536529	1538574
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0850660e-1ac7-4a0b-bf1f-5f68e9e84076	152	2L_RaGOO	1536544	1538385
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	58ecd0da-e07b-4a1d-a728-387e7587fcb1	14	2L_RaGOO	21997459	22007170
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8a542fb4-c3d5-4aa4-8374-b9b6b05aa313	148	2L_RaGOO	1536544	1538355
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	ec147266-ef06-42d9-b18b-26b2befe3aee	148	2L_RaGOO	1536540	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	6702a72e-0ad8-4ade-8bb4-8ec11642d816	148	2L_RaGOO	1536544	1538375
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	737aa184-4d9b-4683-89b3-196e46f3dc4e	149	2L_RaGOO	1536579	1538337
DOC$3L_RaGOO$24733562$24735608	FBgn0040020	91585154-d873-4500-b4de-2bb59b2c83cf	383	3L_RaGOO	24732946	24733970
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	3f0de467-6675-412a-bc2a-91284d8d773a	151	2L_RaGOO	1536544	1538358
DNAREP1_DM$2L_RaGOO$14597184$14597542	FBgn0260954	2a18e338-61a5-4fb5-ad2e-e5e30f04d9fc	283	2L_RaGOO	14596294	14597683
DMRPR$3L_RaGOO$11454839$11455110	FBgn0052086	3ec379ee-72a5-4979-9386-7a9fa33334c2	270	3L_RaGOO	11454792	11457084
ROO_I$X_RaGOO$12287028$12302312	FBgn0030409	d3ebc856-6195-405d-a2f8-ce598708701a	17	X_RaGOO	12280546	12298294
ROO_I$X_RaGOO$12287028$12302312	FBgn0030410	d3ebc856-6195-405d-a2f8-ce598708701a	17	X_RaGOO	12280546	12298294
DNAREP1_DM$2L_RaGOO$10385196$10385374	FBgn0051716	06b93cc8-0539-46ba-8a56-094f9969727f	165	2L_RaGOO	10384247	10386227
TC1_DM$4_RaGOO$1035968$1037256	FBgn0264607	c974d388-bfcb-402d-9278-89eac8c8242b	197	4_RaGOO	1037051	1041853
DNAREP1_DM$4_RaGOO$1037257$1037737	FBgn0264607	c974d388-bfcb-402d-9278-89eac8c8242b	66	4_RaGOO	1037051	1041853
DNAREP1_DM$4_RaGOO$1037271$1037649	FBgn0264607	c974d388-bfcb-402d-9278-89eac8c8242b	52	4_RaGOO	1037051	1041853
DNAREP1_DM$2R_RaGOO$7258104$7258417	FBgn0033286	3b9b7e36-214e-41ca-a34e-c52d83f7cf9b	36	2R_RaGOO	7258324	7261339
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	8416d102-4215-4199-8aaa-42b2ff7ffc85	148	2L_RaGOO	11927814	11929205
Mariner2_DM$2R_RaGOO$6313845$6314821	FBgn0283450	7791e9f9-5c76-4a11-9001-87d13a0c8441	97	2R_RaGOO	6314716	6315922
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	70228be0-480a-4cec-ad13-fbcd4ab330b8	152	2L_RaGOO	1536565	1538549
DMRT1B$3L_RaGOO$20029188$20030586	FBgn0036969	d4d1c98a-6bd5-4805-a9b1-bd44f72a52d7	16	3L_RaGOO	20026751	20030089
DNAREP1_DM$4_RaGOO$456468$456655	FBgn0262731	b86dc74c-a437-4f9b-a710-89624d0430ca	173	4_RaGOO	455846	459810
DNAREP1_DM$4_RaGOO$456468$456655	FBgn0039908	b86dc74c-a437-4f9b-a710-89624d0430ca	173	4_RaGOO	455846	459810
FB4_DM$4_RaGOO$456811$457356	FBgn0262731	b86dc74c-a437-4f9b-a710-89624d0430ca	530	4_RaGOO	455846	459810
FB4_DM$4_RaGOO$456811$457356	FBgn0039908	b86dc74c-a437-4f9b-a710-89624d0430ca	530	4_RaGOO	455846	459810
QUASIMODO_LTR$2R_RaGOO$19975238$19982609	FBgn0050393	364c59e2-c2e8-4bf1-bbad-67d592b08125	181	2R_RaGOO	19982419	19983299
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	7a62ae51-278a-4fd7-beac-111fa2dac4a8	138	2L_RaGOO	1536544	1538324
BURDOCK_LTR$3R_RaGOO$24036640$24040804	FBgn0039232	64fecf08-ccc9-4880-857d-64ae79e29281	584	3R_RaGOO	24036222	24037317
BURDOCK_LTR$3R_RaGOO$24036640$24040804	FBgn0266743	64fecf08-ccc9-4880-857d-64ae79e29281	584	3R_RaGOO	24036222	24037317
DMRP1$3R_RaGOO$6059235$6059542	FBgn0051286	7687402f-5c2a-429b-a4f1-549ecf117819	42	3R_RaGOO	6059499	6061670
DMRP1$3R_RaGOO$6059235$6059542	FBgn0026565	7687402f-5c2a-429b-a4f1-549ecf117819	42	3R_RaGOO	6059499	6061670
DNAREP1_DM$2R_RaGOO$8029433$8029772	FBgn0050345	4ece713f-0da7-4c26-9cc0-37410b24938e	327	2R_RaGOO	8026572	8029925
DNAREP1_DM$X_RaGOO$20395667$20396021	FBgn0031139	11495556-dadd-4bc4-9309-2ac78921e7f9	20	X_RaGOO	20396000	20398729
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	b4ee2e97-6bf6-495a-9073-9a004f0d121e	142	2L_RaGOO	11927789	11929171
QUASIMODO_I$3L_RaGOO$26104647$26105994	FBgn0024804	c4d9d2dd-4a52-47e1-b029-6d47a7d81206	165	3L_RaGOO	26105824	26125737
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	feec15f8-133f-44fa-acce-57a033dcc22d	152	2L_RaGOO	1536581	1538333
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0ede6b82-4fcb-43b2-882b-355fb61237aa	149	2L_RaGOO	1536544	1538330
MICROPIA_I$2R_RaGOO$4625464$4628057	FBgn0033027	dd588915-a87f-47ec-ad12-6983e7fa2fa7	280	2R_RaGOO	4627740	4628523
TC1-2_DM$2R_RaGOO$4626630$4627924	FBgn0033027	dd588915-a87f-47ec-ad12-6983e7fa2fa7	166	2R_RaGOO	4627740	4628523
DOC2_DM$2L_RaGOO$22023528$22027132	FBgn0040010	6efac0e9-640e-4a6d-bfb9-2852af143d60	438	2L_RaGOO	22019836	22027143
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	b4fe6eba-cfb0-4b1e-90b9-32c1a6572c88	220	2L_RaGOO	11931706	11933097
DMCR1A$3R_RaGOO$16233318$16233598	FBgn0051274	f6f1d7aa-5bc5-43a5-9976-6f9b8188ba7a	136	3R_RaGOO	16231583	16233686
DMCR1A$3R_RaGOO$16233318$16233598	FBgn0038461	f6f1d7aa-5bc5-43a5-9976-6f9b8188ba7a	136	3R_RaGOO	16231583	16233686
ROO_I$3L_RaGOO$7744557$7749643	FBgn0027554	e70956a4-ff56-4b81-8f68-02f1cb489b0d	20	3L_RaGOO	7749288	7882127
DNAREP1_DM$2R_RaGOO$3038747$3039399	FBgn0046706	4cea3e51-ca4d-4403-bcbb-f2df60fa5201	51	2R_RaGOO	3038892	3056273
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	c192d45f-a377-4885-8ec7-e9da27756d8e	153	2L_RaGOO	1536569	1538556
MINOS$3L_RaGOO$23080784$23080951	FBgn0010215	0404c6ca-4992-480f-9622-868222e76ed8	165	3L_RaGOO	23074602	23081069
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	9bd56a58-7b9f-41f2-a404-fb903fd64771	151	2L_RaGOO	1536544	1538369
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	911024be-5c73-49a1-9423-dc28e80be953	151	2L_RaGOO	1536544	1538556
DNAREP1_DM$4_RaGOO$196058$196261	FBgn0051998	741a2e55-e448-4a25-a02d-00a1ddb33c66	17	4_RaGOO	194534	196075
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	abe92e98-6462-4f0a-a738-15f5a5ca1cfb	147	2L_RaGOO	1536574	1538387
BLASTOPIA_I$3L_RaGOO$24027370$24031886	FBgn0259697	73d62104-126a-47df-87b2-76b5c0e057ea	281	3L_RaGOO	24029431	24035660
Baggins1$3L_RaGOO$24028039$24031006	FBgn0259697	73d62104-126a-47df-87b2-76b5c0e057ea	281	3L_RaGOO	24029431	24035660
DMRP1$2L_RaGOO$3879756$3879953	FBgn0267005	872f74ac-a2bb-44e0-b2a4-2bf615a81dc0	21	2L_RaGOO	3877582	3879777
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8a21cb98-644f-4b05-ab4f-245c2ff91cc8	153	2L_RaGOO	1536565	1538387
