TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	827d8373-ff15-449c-ade0-91dd0d96dc76	192	2R_RaGOO	4739989	4742924
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	e1e556fc-2512-4f4b-a50c-3db7ec0fa915	923	2R_RaGOO	14211545	14221821
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	acb8e665-544f-41c4-bba2-c241f42419b5	110	3L_RaGOO	9326845	9329011
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	87fdeb2b-21ea-469c-817e-17f287f041a6	298	X_RaGOO	11257984	11258312
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	4d0d3df8-d1f9-4d96-adf0-fa185527440e	90	2R_RaGOO	2137997	2186292
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7986dc77-b629-489b-bb1c-109fd109b0f2	951	2R_RaGOO	14211224	14221830
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	650462e2-57fd-44ca-a59b-6768750c88fd	95	2R_RaGOO	2137997	2186293
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	672b0b5e-b82f-42df-80f4-aa424504e269	202	2R_RaGOO	4739952	4741338
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	6e77f9b2-82a4-4f22-8146-bf4eab331b6e	975	2R_RaGOO	14211135	14221843
TRANSIB3$4_RaGOO$892038$893004	FBgn0025726	4385bd14-9e46-41f5-b855-aae947751ee6	152	4_RaGOO	890850	893821
TRANSIB3$4_RaGOO$892038$893004	FBgn0263093	4385bd14-9e46-41f5-b855-aae947751ee6	152	4_RaGOO	890850	893821
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	d530d960-f4c0-4455-8778-18f40366b9ff	1668	X_RaGOO	4692575	4694386
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	1b777536-bc7b-4319-8762-e53ecef80d45	501	3R_RaGOO	14014548	14022604
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	c06a7c69-89ad-4d08-9936-44ca0288d061	315	3L_RaGOO	2979880	2981902
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	5f7ee89c-d5ef-4025-b3e8-21c1bb668d28	39	3L_RaGOO	9326920	9329011
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	71b76755-879d-42e4-a507-7b7bb3f59432	249	3R_RaGOO	12954534	12960688
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	b00f784c-e066-4266-9183-72a41d7091a1	175	2R_RaGOO	4739986	4742920
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	71628968-e488-4a1c-b1f2-3d0a422083de	978	2R_RaGOO	14211150	14221846
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	2cbaf233-3fab-4495-80f2-c2f1d412f938	95	2R_RaGOO	2137992	2186277
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	b9ec1f79-bd69-4998-a106-0e9b2228b15f	618	2R_RaGOO	14215310	14221845
TART_B1$2L_RaGOO$11928093$11928246	FBgn0042127	11f03664-b997-4d09-b97f-5c3e4fa2d744	150	2L_RaGOO	11927785	11929235
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	8eef67c8-5186-4fd9-b060-97e33943716d	164	3R_RaGOO	3333976	3344381
DNAREP1_DM$2L_RaGOO$10385196$10385374	FBgn0032240	f1d23457-a6f3-4c83-b0ae-8b48142d0c76	168	2L_RaGOO	10384190	10386214
DNAREP1_DM$2L_RaGOO$10385196$10385374	FBgn0067622	f1d23457-a6f3-4c83-b0ae-8b48142d0c76	168	2L_RaGOO	10384190	10386214
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	4c933107-65e4-4e35-8470-5223ac13c889	1249	2R_RaGOO	13224151	13240289
ROO_I$X_RaGOO$11535263$11535488	FBgn0260780	42b0b43a-1d9a-4a3f-a698-bfcd57956f87	212	X_RaGOO	11533935	11535477
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	f011d0b7-9e7e-4f52-a794-d759a7dc2ae2	193	3R_RaGOO	3333976	3344419
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	cc9933f7-5883-4508-93da-02d8e9827c1a	88	2R_RaGOO	2137992	2186268
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	62b5feae-a2c4-4352-b2f5-7d070507c607	540	3R_RaGOO	14014523	14022506
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	22ba1413-6818-472a-ba0f-b48993398a33	534	3R_RaGOO	14014523	14019258
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	6a1fcea6-35a4-40cc-abab-14eaf3890a85	378	X_RaGOO	11252146	11258607
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	ac8d0cfd-b738-47bd-995d-a204bb70a92c	90	3R_RaGOO	14014970	14022544
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	01eb38c3-d2f7-4fde-893c-e633e3e7d3b1	1240	2R_RaGOO	13224152	13240281
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	91bab576-c190-467f-8ff9-56155fd100d9	505	3R_RaGOO	14014551	14022555
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	1412f32b-4beb-4c18-b493-4ea4ee6aaf7a	974	2R_RaGOO	14211130	14221845
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	80564b78-539a-4659-bee8-6e5827cda27e	515	3R_RaGOO	14014548	14022618
PROTOP_B$2R_RaGOO$3692343$3693064	FBgn0250830	f0407982-53b8-4308-9bff-f27ee3b7122c	20	2R_RaGOO	3693044	3695518
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	878035d4-b3e9-4794-acdd-a8340963415e	141	3L_RaGOO	9326814	9328832
DIVER2_I$2L_RaGOO$22121484$22124705	FBgn0058006	b260a445-bfda-4c7c-972e-4b3f73b22c65	163	2L_RaGOO	22069328	22215631
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	1390cddb-fe8e-42ec-9ef9-364ae8590fdb	966	2R_RaGOO	14211149	14221845
DNAREP1_DM$2L_RaGOO$21664116$21664701	FBgn0261802	7dbdb709-f516-4f96-81d4-3e7e17bb8e0d	129	2L_RaGOO	21650529	21664254
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	3ac97bc7-33e7-41ed-aa1c-12806b49b518	990	2R_RaGOO	14212239	14221845
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	9b605f65-5723-49d6-8b98-77b2cd3331d9	303	3L_RaGOO	26059647	26181067
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	9b605f65-5723-49d6-8b98-77b2cd3331d9	121	3L_RaGOO	26059647	26181067
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	b2f605e5-792c-4fef-babd-36e83034193b	94	2R_RaGOO	2153542	2185873
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	12214969-6345-4afb-8bbc-a15c71bebb5d	280	X_RaGOO	11252145	11258294
DMRPR$X_RaGOO$12610091$12610253	FBgn0052642	e329269b-15ba-4e27-b405-9b19677ad03d	152	X_RaGOO	12609237	12610730
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	e4dd888a-d5d6-4b91-aba6-927318ed487a	950	2R_RaGOO	14211146	14221845
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	5bee1833-073e-4225-8d74-2b5b4aabc9e0	589	3R_RaGOO	14014483	14022601
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	2fe52ef7-19c9-42a1-8210-9387d107c9a3	576	3R_RaGOO	14014483	14015070
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	384a60bf-9caa-49c4-8b5a-b15d58fb8a6d	460	3R_RaGOO	14014564	14022508
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7b03c2ba-dce0-4090-9f22-7ff2ab40cd90	949	2R_RaGOO	14211138	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	3bf1ee57-e496-4e1d-9445-0c2ea376785e	979	2R_RaGOO	14211135	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	71c9bb39-f29b-4212-a099-9ba4337f2bd2	946	2R_RaGOO	14211142	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	57cb3ec4-c911-44e0-a25e-602c65639264	975	2R_RaGOO	14211142	14221845
ROO_I$3R_RaGOO$14005164$14015074	FBgn0038256	57faeb59-7c05-4274-9da8-463f8a30f89a	1433	3R_RaGOO	14006508	14013271
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	c1607edb-b2cf-489a-a2ee-f518effd5c1e	989	2R_RaGOO	14211152	14221845
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	93c28009-0be8-4ad4-932a-2e9da8e8d3dc	187	2R_RaGOO	4739976	4742926
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	b7fbdc02-f2e0-44a9-bae3-504fa32226da	61	3L_RaGOO	23510705	23521669
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	9edf84dc-b711-4c7d-8981-6f1d055c5901	82	2R_RaGOO	4741508	4742926
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	0f2889a4-9082-4cd2-b931-b5152be5032d	66	3L_RaGOO	23510705	23521675
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	18131df3-6308-49f5-8e60-d13d736614aa	192	2R_RaGOO	4739992	4741594
ROO_I$X_RaGOO$10157853$10159539	FBgn0261710	8925bba4-aa4e-4fd4-b9ef-10fc99e5a055	482	X_RaGOO	10158014	10158880
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	57ff1a41-36ac-4dc7-b043-b799d5027096	980	2R_RaGOO	14211135	14221845
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	b13fbf28-7047-49d4-a3c9-a85c7de55d66	319	3L_RaGOO	2977297	2982340
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	2acabfc6-8e94-497d-938e-58c74f0af768	320	3L_RaGOO	26059636	26217787
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	2acabfc6-8e94-497d-938e-58c74f0af768	130	3L_RaGOO	26059636	26217787
ROO_I$3R_RaGOO$14005164$14015074	FBgn0038256	f8c5d9d6-ce5a-456f-adac-b08d2d0b40a5	1171	3R_RaGOO	14006504	14007888
Gypsy1-I_DM$3L_RaGOO$24127725$24132950	FBgn0261639	d1f1c1a6-3ed9-4954-818d-3802e7a9146d	1077	3L_RaGOO	24129523	24130634
ROO_I$3L_RaGOO$6649709$6657673	FBgn0261934	0f47acdc-ae40-4b70-9d09-34a439b49c9d	820	3L_RaGOO	6656772	6657628
ROO_I$3R_RaGOO$14005164$14015074	FBgn0038256	10d248df-30e1-49b2-a1bf-1d78b127b277	1662	3R_RaGOO	14006517	14013140
DMCR1A$2L_RaGOO$22244771$22248301	FBgn0058439	52b448ba-ab36-4d84-a363-047597aa8689	591	2L_RaGOO	22246528	22247198
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	2901b46d-3ae6-47f3-8139-eb3dc1225b2c	961	2R_RaGOO	14211163	14221845
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	d7dfef35-ddad-474f-8dd7-f5e713b88094	1644	X_RaGOO	4692647	4694487
DMCR1A$2L_RaGOO$22244771$22248301	FBgn0058439	d3d92261-60d6-4c3e-8845-f4efe9e353c9	649	2L_RaGOO	22246451	22247198
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	2e7091a8-33c1-4d76-8b4b-752144ba4837	168	2R_RaGOO	4739993	4742936
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	66547b95-8698-4de7-b7ac-e1a880a75767	982	2R_RaGOO	14211139	14221845
ROO_I$X_RaGOO$12386287$12386489	FBgn0265523	e69fbea3-ae64-4896-b61b-81601558fc39	198	X_RaGOO	12372909	12397741
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	31e65a71-12cd-440c-9b45-da34e76f80db	963	2R_RaGOO	14211135	14221843
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	016c89b4-6a96-4be7-9bf7-95bd764c5625	941	2R_RaGOO	14211138	14221844
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	a8d43d42-894e-436a-9747-cdf282610061	634	2R_RaGOO	14211135	14221481
DNAREP1_DM$X_RaGOO$6728274$6728628	FBgn0029929	5b5bd839-5460-4f1f-a257-039c29b60308	41	X_RaGOO	6727320	6728319
ROO_I$3R_RaGOO$14005164$14015074	FBgn0038256	b5fde489-d042-4329-8bf9-cc309f4b53dc	1137	3R_RaGOO	14006507	14007905
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	d4dc2fe9-183b-466d-a223-0b15e45c9f83	190	2R_RaGOO	4739966	4742924
DNAREP1_DM$3L_RaGOO$19449390$19449880	FBgn0036900	52a41955-ce48-4424-8417-454d59b0adad	488	3L_RaGOO	19449133	19452536
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	b291bed6-224a-4c6e-a943-92d2292d6140	55	2R_RaGOO	4644289	4672941
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	634ef336-b3b3-4d95-bf21-ef1b79244b03	963	2R_RaGOO	14212511	14221845
PROTOP_B$2R_RaGOO$3643379$3643536	FBgn0039994	87a35262-5e55-4b61-a233-e56b5f7dc891	51	2R_RaGOO	3643252	3656602
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	bbb0982b-d047-44d4-8da0-697be7446508	396	3R_RaGOO	14014486	14014894
DM176_LTR$2R_RaGOO$5736734$5737239	FBgn0000473	2b551d2a-85fd-46ad-98c2-7e0bbe9eb1ca	369	2R_RaGOO	5736850	5738471
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	f6aca42e-dfb0-409d-8b26-a62d4cfcc462	969	2R_RaGOO	14211145	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	66fa64b7-427c-4b87-a2c2-bf313c7c0d66	953	2R_RaGOO	14211135	14221838
PROTOP$2L_RaGOO$22021292$22022203	FBgn0040010	7601f1fb-208e-4798-aa3a-1677d83d72fc	13	2L_RaGOO	22019816	22021305
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	a04f18b6-9d0e-4889-9bef-778057e99f88	179	2R_RaGOO	4739975	4742928
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	63a3b2bb-58a5-4731-b7ff-00d4a8791de8	1431	X_RaGOO	4692851	4694488
LINEJ1_DM$2R_RaGOO$12357739$12358093	FBgn0027581	fae3aeef-a476-404f-89fb-b9dace4b2580	154	2R_RaGOO	12357921	12360770
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	ba91a13a-0de5-49ad-bde5-eb7991b12be0	859	2R_RaGOO	14211166	14221791
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	d5a4c652-6a35-43f4-8d0f-0472f19af2ee	278	X_RaGOO	11252145	11258314
DNAREP1_DM$2L_RaGOO$16454506$16455077	FBgn0001185	8f2ab7dc-3136-42aa-8cdc-d146e1ee0591	128	2L_RaGOO	16452575	16454640
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	6859f229-ef61-4cb1-8ec9-330cbad79d73	504	3R_RaGOO	14014551	14022633
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	8e6aa8c6-0149-4e28-9d96-e036933233a7	483	3R_RaGOO	14014552	14041198
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	fd474035-94a8-4886-9d55-ad1af25efe7a	1743	X_RaGOO	4692575	4694470
HMSBEAGLE_I$X_RaGOO$4481038$4481298	FBgn0011760	33705c6e-2194-403d-ba38-7df8173b06bc	134	X_RaGOO	4481155	4491342
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	96b12776-8861-42f1-852d-986706ef8ac0	976	2R_RaGOO	14211166	14221843
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	f3d01ece-8f43-40b3-8ef6-be8c5fa7b113	66	3L_RaGOO	23510705	23521675
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	06414b1a-efcb-4a25-8114-55c8f455ea7a	861	3R_RaGOO	14014189	14022639
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	9627d597-f73c-4ca6-9e97-ebcc85c80c84	955	2R_RaGOO	14211135	14221831
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	75ea0295-2950-4ccc-8894-5a6d2ddcbb0a	64	3L_RaGOO	23510705	23521672
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	60f043aa-1603-4840-a510-333dc6db7ef1	323	3L_RaGOO	26059648	26217761
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	60f043aa-1603-4840-a510-333dc6db7ef1	133	3L_RaGOO	26059648	26217761
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	0f9082d3-18eb-4e3b-9ba7-cb5c27c0d692	960	2R_RaGOO	14211135	14221843
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	768710b1-3cdb-4ca4-aa6e-76b37067f8a0	970	2R_RaGOO	14211138	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	fcceef57-3479-43d5-bbd9-7e4ad191b8a3	994	2R_RaGOO	14211130	14221845
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	491eec2f-cf17-46fc-ae71-5606b730532d	180	2R_RaGOO	4739986	4742923
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	8ca8224d-0578-41ad-8f65-6d4059db3e90	1171	2R_RaGOO	13224178	13240205
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	8abf2f67-8ebe-4f84-a1d1-77fdaec2fd35	271	X_RaGOO	11252409	11258289
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7ea03f1d-a735-43ad-b318-8d5899c08719	524	2R_RaGOO	14211636	14221690
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	e6fdb1a0-aa3f-4057-aa5b-7c0bc1d7cfc6	507	3R_RaGOO	14014564	14022656
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	699760d2-a005-4884-81a6-8d4f5ce63eaa	310	3L_RaGOO	26059611	26217760
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	699760d2-a005-4884-81a6-8d4f5ce63eaa	124	3L_RaGOO	26059611	26217760
DIVER2_I$2L_RaGOO$22121484$22124705	FBgn0058006	4621fa07-2862-4a40-b685-4bf1bbe1322d	164	2L_RaGOO	22069279	22215631
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	ad76af30-c7b7-4dc3-9d27-a073b3c93ac4	482	3R_RaGOO	14014552	14022599
DNAREP1_DM$2R_RaGOO$4454209$4455318	FBgn0050440	a8d18650-66aa-4399-bef4-633cad8a73a9	108	2R_RaGOO	4448759	4466253
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	c1a90485-1e0a-4945-bd0e-757939275740	549	3R_RaGOO	14014491	14022525
DOC3_DM$2R_RaGOO$860527$861391	FBgn0261505	8b277e2c-b9d2-4be5-9b84-481730882415	408	2R_RaGOO	859894	860956
HMSBEAGLE_I$X_RaGOO$4481038$4481298	FBgn0011760	c13c7374-ffcb-4112-a4fd-e88fca4d0e99	247	X_RaGOO	4480881	4492126
PROTOP_A$3L_RaGOO$1450225$1450896	FBgn0043458	45349ee1-78f8-4f0a-895b-8f25ab54c6bb	14	3L_RaGOO	1450882	1456513
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	0ad1171f-178c-476a-846e-c2cd472c23da	191	2R_RaGOO	4739983	4742940
HMSBEAGLE_I$X_RaGOO$4481038$4481298	FBgn0011760	79b39353-05b5-4970-b353-0fbaab8df4e1	234	X_RaGOO	4480875	4492132
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	e795a2e1-eb7e-4583-b9e2-a9d021dab978	313	3L_RaGOO	26073181	26217783
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	e795a2e1-eb7e-4583-b9e2-a9d021dab978	124	3L_RaGOO	26073181	26217783
DNAREP1_DM$X_RaGOO$18716538$18717216	FBgn0030995	dadecabf-331d-4355-8185-83a5f32c6883	203	X_RaGOO	18717002	18718255
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	e47d61f0-8fb9-45ed-b9f1-36c220395688	327	3L_RaGOO	2977340	2982500
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	2541d1bb-241b-4863-8728-31f8a8e7f5fa	65	3L_RaGOO	23510705	23521677
ROO_I$X_RaGOO$8989745$8989983	FBgn0030121	55790e27-f606-4548-ad75-0dd9c6a4400b	228	X_RaGOO	8989186	8991879
DMRPR$X_RaGOO$12610091$12610253	FBgn0052642	5d0e30ea-b627-4e9a-af51-0a9ae4203346	138	X_RaGOO	12609340	12610744
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	5120f87a-57fb-4a6a-bbd6-1eac08ab0f61	970	2R_RaGOO	14211144	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	58e98828-39d0-45b6-8c63-f1a45e11be94	981	2R_RaGOO	14211201	14221845
ROO_I$X_RaGOO$4684190$4696799	FBgn0052772	d5a3519e-2d84-4e71-9976-63dd0bed3646	409	X_RaGOO	4695027	4695468
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	d6f7fc9b-a112-47ae-8a16-b3444a31ccd2	975	2R_RaGOO	14211138	14221845
S2_DM$2L_RaGOO$4991174$4991386	FBgn0010607	95ef8628-d663-4063-9dd8-e949eed35dfc	192	2L_RaGOO	4987587	4991375
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	836085f3-9d66-4d87-bf7e-99832eed2945	515	3R_RaGOO	14014547	14022618
DNAREP1_DM$2R_RaGOO$4139223$4139651	FBgn0033010	94fd9008-db49-48e5-9173-9f9a18e53912	67	2R_RaGOO	4133304	4139292
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	32981df3-0b65-45ce-89c0-1fb043ec1f8c	42	3L_RaGOO	9326916	9358261
TART-A$3L_RaGOO$16376942$16377642	FBgn0036640	bc14638c-3b17-4158-b675-8421feb326f8	614	3L_RaGOO	16376808	16380245
DMCR1A$2L_RaGOO$22244771$22248301	FBgn0058439	7600cba3-2eaf-4dc9-a26a-33a4074201b2	637	2L_RaGOO	22246451	22247198
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	b850d321-da4e-48dc-b357-6d8322161c4b	961	2R_RaGOO	14211138	14221840
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	6b166c0e-5586-4f38-9684-13f8cda9ce89	66	3L_RaGOO	23510705	23521673
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	88b7e06e-e00e-42e2-a265-f144721947c6	314	3L_RaGOO	26059768	26217761
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	88b7e06e-e00e-42e2-a265-f144721947c6	132	3L_RaGOO	26059768	26217761
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	dd42d7d7-a1c4-40bf-a767-082835375081	1210	2R_RaGOO	13224174	13240276
ROO_I$2R_RaGOO$10095311$10095825	FBgn0033616	fe90bda0-58e6-4b5c-bbae-a2c05331b4a5	454	2R_RaGOO	10094367	10096344
ROO_I$2R_RaGOO$19861372$19861541	FBgn0050389	29e9d62c-b9e4-4a6c-aae6-80391fb53b25	153	2R_RaGOO	19860252	19861618
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	5246ee2b-a0c7-4f54-8d4d-cfb7c8df4fe4	927	2R_RaGOO	14211221	14221844
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	e6093b0d-4b47-49fa-ae87-748a0ed604fa	141	3L_RaGOO	9326810	9329011
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	1108efc5-9311-431f-ae7d-cb3c592384b4	298	X_RaGOO	11252167	11258314
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	556a0571-7113-4e8e-a680-ea9ee865f383	1688	X_RaGOO	4692644	4694495
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	77cfe9b3-d143-4472-a232-3f3fc5e36147	210	X_RaGOO	4692611	4692830
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	2a4ed93f-ce56-4691-9707-7954a563feb7	185	2R_RaGOO	4740006	4742907
HMSBEAGLE_I$X_RaGOO$4481038$4481298	FBgn0011760	3b6171f1-2fe4-4ab1-82e9-4f94070cc08c	248	X_RaGOO	4480875	4492042
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7fa211fc-bf04-4fb6-af3b-f7bb5d541d76	908	2R_RaGOO	14211141	14221845
ROO_I$X_RaGOO$8989745$8989983	FBgn0030121	38b95267-3ca8-492f-b278-d265dd7063c6	220	X_RaGOO	8989254	8991138
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	c549936d-fdb7-4d27-abd4-0865d509b74c	94	2R_RaGOO	2137992	2186310
ROO_I$3L_RaGOO$3082246$3082404	FBgn0263108	b2fe8814-94f7-4f7a-984b-16447cd81ddb	150	3L_RaGOO	3080343	3089668
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	dddf2e6b-4436-4009-8f32-3ed8bd71dcd3	679	3R_RaGOO	12954492	12958486
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	ceec4d07-fcdd-4e0c-99db-ce53436fe7e5	190	2R_RaGOO	4739997	4741329
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	e69d56b0-5c87-4c3b-9776-d58466ed49b5	974	2R_RaGOO	14212129	14221845
ROO_I$X_RaGOO$8989745$8989983	FBgn0030121	5f66ce36-324b-45ab-8769-813c79bd1532	236	X_RaGOO	8989602	8991902
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	e3b9cbe4-a6e5-4618-8c0e-d4d68b00f874	1738	X_RaGOO	4692647	4694495
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	3b181783-0108-4768-83d8-6279e93d784d	283	X_RaGOO	11252145	11258318
DNAREP1_DM$2R_RaGOO$4454209$4455318	FBgn0050440	f9ba0072-bf47-4737-922a-c27e7e13728e	250	2R_RaGOO	4454857	4458877
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	71511177-4b34-4870-b99a-d7e780acffcd	574	3R_RaGOO	14014488	14022506
DNAREP1_DM$3L_RaGOO$19449390$19449880	FBgn0036900	8f80ad80-9fb2-448f-acdc-c913d2f3b77b	37	3L_RaGOO	19449842	19452539
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	cbd7ec10-a794-49ac-bccb-774e3a8c91e7	173	2R_RaGOO	4739952	4742912
ROO_I$3R_RaGOO$4535898$4536384	FBgn0010313	aab21596-e45e-4f3b-8466-e45d28b97d17	399	3R_RaGOO	4534326	4537391
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	79f61712-57c6-43d0-886f-a7bdb18da8c4	319	3L_RaGOO	26059596	26217779
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	79f61712-57c6-43d0-886f-a7bdb18da8c4	125	3L_RaGOO	26059596	26217779
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	78287c96-0a23-416a-8779-901d225267ec	445	2R_RaGOO	14211142	14221823
